Al Hayba (S5E1),"00:03:20,160 --> 00:03:26,320",Speaker_1,فكري جيداً عندما تضعين على حروف حبنا النقاط,8a39cdff-0eaf-4ea3-8b84-a56ebd1721dc
Al Hayba (S5E1),"00:03:26,440 --> 00:03:34,280",Speaker_2,أكثر ناس عرفوا الصواب هم من ارتكبوا الخطأ,8a39cdff-0eaf-4ea3-8b84-a56ebd1721dc
Al Hayba (S5E1),"00:06:46,600 --> 00:06:47,960",Speaker_1,كفنوه,f973b855-ab05-418e-9333-e740b5646024
Al Hayba (S5E1),"00:06:51,080 --> 00:06:53,280",Speaker_2,صخر,f973b855-ab05-418e-9333-e740b5646024
Al Hayba (S5E1),"00:06:54,920 --> 00:06:59,080",Speaker_1,لا إله إلا الله  لا إله إلا الله,f973b855-ab05-418e-9333-e740b5646024
Al Hayba (S5E1),"00:06:59,240 --> 00:07:03,440",Speaker_2,لا إله إلا الله  لا إله إلا الله,f973b855-ab05-418e-9333-e740b5646024
Al Hayba (S5E1),"00:07:03,560 --> 00:07:07,200",Speaker_1,لا إله إلا الله  لا إله إلا الله,f973b855-ab05-418e-9333-e740b5646024
Al Hayba (S5E1),"00:07:07,600 --> 00:07:11,800",Speaker_2,لا إله إلا الله  لا إله إلا الله,f973b855-ab05-418e-9333-e740b5646024
Al Hayba (S5E1),"00:07:11,960 --> 00:07:17,080",Speaker_1,لا إله إلا الله  لا إله إلا الله,f973b855-ab05-418e-9333-e740b5646024
Al Hayba (S5E1),"00:07:17,200 --> 00:07:20,200",Speaker_2,لا إله إلا الله  لا إله إلا الله,f973b855-ab05-418e-9333-e740b5646024
Al Hayba (S5E1),"00:07:20,320 --> 00:07:24,000",Speaker_1,لا إله إلا الله  لا إله إلا الله,f973b855-ab05-418e-9333-e740b5646024
Al Hayba (S5E1),"00:07:24,160 --> 00:07:28,080",Speaker_2,لا إله إلا الله  لا إله إلا الله,f973b855-ab05-418e-9333-e740b5646024
Al Hayba (S5E1),"00:07:28,200 --> 00:07:32,120",Speaker_1,لا إله إلا الله  لا إله إلا الله,f973b855-ab05-418e-9333-e740b5646024
Al Hayba (S5E1),"00:07:32,240 --> 00:07:36,000",Speaker_2,لا إله إلا الله  لا إله إلا الله,f973b855-ab05-418e-9333-e740b5646024
Al Hayba (S5E1),"00:07:36,160 --> 00:07:40,040",Speaker_1,لا إله إلا الله  لا إله إلا الله,f973b855-ab05-418e-9333-e740b5646024
Al Hayba (S5E1),"00:07:40,160 --> 00:07:44,160",Speaker_2,لا إله إلا الله  لا إله إلا الله,f973b855-ab05-418e-9333-e740b5646024
Al Hayba (S5E1),"00:07:44,280 --> 00:07:47,800",Speaker_1,لا إله إلا الله  لا إله إلا الله,f973b855-ab05-418e-9333-e740b5646024
Al Hayba (S5E1),"00:07:47,960 --> 00:07:52,080",Speaker_2,لا إله إلا الله  لا إله إلا الله,f973b855-ab05-418e-9333-e740b5646024
Al Hayba (S5E1),"00:07:52,200 --> 00:07:54,200",Speaker_1,لا إله إلا الله  لا إله إلا الله,f973b855-ab05-418e-9333-e740b5646024
Al Hayba (S5E1),"00:08:43,000 --> 00:08:44,840",Speaker_1,تفضل معاليك تفضل,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:08:46,760 --> 00:08:49,120",Speaker_2,ارتاحوا يا جماعة تفضلوا بالجلوس,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:08:50,000 --> 00:08:51,360",Speaker_1,أهلاً وسهلاً,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:08:56,120 --> 00:08:57,800",Speaker_2,معالي وزير الطاقة والمياه,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:08:57,920 --> 00:09:00,280",Speaker_1,ممثلاً بمدير عام مصلحة مياه قرى السهل,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:09:00,400 --> 00:09:03,200",Speaker_2,المهندس الزميل الدكتور نايف أخضر,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:09:07,360 --> 00:09:11,480",Speaker_1,رئيس اتحاد بلديات قرى السهل السيد نهاد دبوس,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:09:13,800 --> 00:09:17,640",Speaker_2,رؤساء عشائر السهل وعلى رأسهم السيد جبل شيخ الجبل,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:09:17,760 --> 00:09:20,840",Speaker_1,الذي كان له الفضل الكبير في هذا الاجتماع الكريم,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:09:24,440 --> 00:09:27,400",Speaker_2,أهلاً وسهلاً بكم جميعاً في حفل وضع حجر الأساس,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:09:27,560 --> 00:09:30,400",Speaker_1,لمشروع كان حلماً لكل أهل المنطقة,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:09:30,560 --> 00:09:33,800",Speaker_2,وسيصبح الآن حقيقة مشروع سد الهيبة,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:09:37,520 --> 00:09:40,440",Speaker_1,بقي هذا المشروع خطة في دروج المكاتب 25 عاماً,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:09:40,960 --> 00:09:45,480",Speaker_2,ومعاناة أهل المنطقة والسهل من شح المياه الواصلة إلى أراضيهم ومزروعاتهم,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:09:45,600 --> 00:09:47,280",Speaker_1,لا تزال حاضرة على لسان أهلها,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:09:47,840 --> 00:09:52,400",Speaker_2,جاء هذا المشروع لغسل المعاناة وسقاية الأرض طوال أيام السنة,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:09:52,720 --> 00:09:54,320",Speaker_1,حتى تصبح خيراتها دائمة,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:09:54,440 --> 00:09:56,720",Speaker_2,اجتماعنا اليوم هو الخطوة الأولى,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:09:57,120 --> 00:09:59,120",Speaker_1,واحتفالنا بوضع حجر الأساس,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:09:59,360 --> 00:10:00,000",Speaker_2,على الأرض التي تفضل بتقديمها السيد جبل شيخ الجبل مشكوراً,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:10:00,000 --> 00:10:02,880",Speaker_1,على الأرض التي تفضل بتقديمها السيد جبل شيخ الجبل مشكوراً,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:10:03,000 --> 00:10:04,600",Speaker_2,حتى تكون مهداً للسد,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:10:08,720 --> 00:10:11,560",Speaker_1,سعة السد حوالي مليون متر مكعب,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:10:11,920 --> 00:10:14,640",Speaker_2,يعني أن الهيبة لن تكون الوحيدة التي ستستفيد وتكتفي منه,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:10:14,800 --> 00:10:18,680",Speaker_1,بل سيجعلها تعطي 27 بلدة وقرية محيطة بها في السهل,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:10:18,880 --> 00:10:23,840",Speaker_2,من مياه للري ومياه للشرب ومحطة لتوليد الكهرباء مستقبلاً,f012b3eb-9ed1-496f-8e83-4e5c825a19b2
Al Hayba (S5E1),"00:10:29,680 --> 00:10:32,840",Speaker_1,ونسعى حالياً بفضل فاعلي الخير والمؤسسات المانحة,00487381-2dfc-4f40-8e95-d733b0ed508e
Al Hayba (S5E1),"00:10:32,960 --> 00:10:37,080",Speaker_2,لتأمين تمويل المشروع الذي من المتوقع أن تبلغ كلفته حوالي 17 مليون دولار,00487381-2dfc-4f40-8e95-d733b0ed508e
Al Hayba (S5E1),"00:10:37,360 --> 00:10:41,720",Speaker_1,ربما ترونه مبلغاً كبيراً ولكن عائداته أكبر بكثير على أهل المنطقة,00487381-2dfc-4f40-8e95-d733b0ed508e
Al Hayba (S5E1),"00:10:41,840 --> 00:10:43,200",Speaker_2,ألف مبارك,00487381-2dfc-4f40-8e95-d733b0ed508e
Al Hayba (S5E1),"00:10:43,320 --> 00:10:44,720",Speaker_1,وإن شاء الله في اجتماعنا القادم,00487381-2dfc-4f40-8e95-d733b0ed508e
Al Hayba (S5E1),"00:10:44,840 --> 00:10:48,200",Speaker_2,سيكون صوت الماء وهيبة سد الهيبة هما ما يجمعان بيننا,00487381-2dfc-4f40-8e95-d733b0ed508e
Al Hayba (S5E1),"00:10:48,320 --> 00:10:49,320",Speaker_1,وشكراً,00487381-2dfc-4f40-8e95-d733b0ed508e
Al Hayba (S5E1),"00:10:54,960 --> 00:10:56,520",Speaker_1,تفضلوا إلى الطعام يا جماعة,8d2fd49f-137f-41c0-934d-0a80b33745cf
Al Hayba (S5E1),"00:10:56,720 --> 00:10:58,520",Speaker_2,شاركونا الطعام حباً بالله,8d2fd49f-137f-41c0-934d-0a80b33745cf
Al Hayba (S5E1),"00:10:58,840 --> 00:10:59,920",Speaker_1,تفضل يا حبيبنا  تفضلوا يا شباب,8d2fd49f-137f-41c0-934d-0a80b33745cf
Al Hayba (S5E1),"00:11:00,040 --> 00:11:02,760",Speaker_2,فراس، بدر، علاء رافقوا مسؤولي الحكومة,8d2fd49f-137f-41c0-934d-0a80b33745cf
Al Hayba (S5E1),"00:11:08,520 --> 00:11:11,680",Speaker_1,هيا يا جماعة  كنت أقول لـأبو فارس,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:11:11,840 --> 00:11:13,800",Speaker_2,إن ما تفعله كثير  هيا، تفضلوا، تفضلوا,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:11:13,920 --> 00:11:18,160",Speaker_1,وقد أصبح ديناً علينا نحن وكل العشائر في تل قصر,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:11:19,240 --> 00:11:21,200",Speaker_2,من هذا اليوم إلى يوم الدين,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:11:21,320 --> 00:11:23,280",Speaker_1,فليمكنّا الله من رده لك,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:11:23,600 --> 00:11:28,800",Speaker_2,نعم وحق الله لا يخرج من بيتكم إلا الكرم والخير يا أبو سلطان,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:11:29,040 --> 00:11:33,680",Speaker_1,أنت ابن أصل طوال عمرك وأبوك، رحم الله تراب أبيك,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:11:33,800 --> 00:11:36,120",Speaker_2,لم يكن مقصراً عندما أسماك جبل,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:11:36,320 --> 00:11:37,960",Speaker_1,حتى نستند عليك جميعاً,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:11:38,600 --> 00:11:40,520",Speaker_2,حفظكم الله وحماكم,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:11:40,920 --> 00:11:43,120",Speaker_1,فأنتم أهلنا وقومنا وجيراننا,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:11:43,320 --> 00:11:45,280",Speaker_2,ودينكم مستوفى يا أبا خالد,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:11:46,960 --> 00:11:48,880",Speaker_1,رحمة الله على سلطان,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:11:49,760 --> 00:11:52,600",Speaker_2,كان يحب رؤية هذه الجرود البور مزروعة,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:11:52,920 --> 00:11:54,920",Speaker_1,والناس تشرب ومكتفية,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:11:55,600 --> 00:11:57,520",Speaker_2,رحمه الله  رحمه الله,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:11:57,920 --> 00:12:01,000",Speaker_1,تفضلوا على الطعام يا جماعة والأكل على قدر المحبة,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:12:01,120 --> 00:12:04,640",Speaker_2,ومختار القرية معكم ودعوتنا هي دعوته,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:12:04,880 --> 00:12:06,240",Speaker_1,سلمت يا جبل,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:12:06,360 --> 00:12:07,880",Speaker_2,تفضلوا  سلمت,4d94fb12-8670-45f9-a7f1-7059d8c1bd52
Al Hayba (S5E1),"00:13:09,440 --> 00:13:10,880",Speaker_1,من كل هذا السهل,62d100ad-1203-4649-9476-ae465f02ecbd
Al Hayba (S5E1),"00:13:11,280 --> 00:13:15,000",Speaker_2,لم تحلُ لهم إقامة هذا المشروع إلا هنا في أراضينا؟,62d100ad-1203-4649-9476-ae465f02ecbd
Al Hayba (S5E1),"00:13:15,160 --> 00:13:17,680",Speaker_1,يا أبا علي المهم أن يبقى عملنا جارياً,62d100ad-1203-4649-9476-ae465f02ecbd
Al Hayba (S5E1),"00:13:17,800 --> 00:13:20,120",Speaker_2,لا أختلف معك ولكن لماذا الآن؟,62d100ad-1203-4649-9476-ae465f02ecbd
Al Hayba (S5E1),"00:13:20,600 --> 00:13:24,560",Speaker_1,علينا القيام بواجبنا ونبادر بحسن النية,62d100ad-1203-4649-9476-ae465f02ecbd
Al Hayba (S5E1),"00:13:24,720 --> 00:13:27,960",Speaker_2,ونبقي أعيننا مفتوحة هذا كل شيء,62d100ad-1203-4649-9476-ae465f02ecbd
Al Hayba (S5E1),"00:13:28,960 --> 00:13:30,760",Speaker_1,اعذروني يا جماعة أنا مضطر لترككم,62d100ad-1203-4649-9476-ae465f02ecbd
Al Hayba (S5E1),"00:13:30,960 --> 00:13:32,960",Speaker_2,خيراً ماذا هناك؟ لماذا أنت مرتبك؟,62d100ad-1203-4649-9476-ae465f02ecbd
Al Hayba (S5E1),"00:13:33,320 --> 00:13:35,440",Speaker_1,صخر ينقل مروة إلى المستشفى,62d100ad-1203-4649-9476-ae465f02ecbd
Al Hayba (S5E1),"00:13:35,920 --> 00:13:37,840",Speaker_2,عزت الصغير في طريقه إلينا,62d100ad-1203-4649-9476-ae465f02ecbd
Al Hayba (S5E1),"00:13:39,000 --> 00:13:41,240",Speaker_1,مبارك لك يا أبا عزت  ألف مبارك,62d100ad-1203-4649-9476-ae465f02ecbd
Al Hayba (S5E1),"00:13:41,360 --> 00:13:42,840",Speaker_2,بالإذن أتريد شيئاً يا أبي؟,62d100ad-1203-4649-9476-ae465f02ecbd
Al Hayba (S5E1),"00:13:42,960 --> 00:13:45,080",Speaker_1,لا سألاقيكم في المنزل  حسناً,62d100ad-1203-4649-9476-ae465f02ecbd
Al Hayba (S5E1),"00:13:47,160 --> 00:13:48,880",Speaker_2,ستصبح جداً بحق,62d100ad-1203-4649-9476-ae465f02ecbd
Al Hayba (S5E1),"00:13:49,280 --> 00:13:51,400",Speaker_1,عسى أن نفرح لك يا معلم,62d100ad-1203-4649-9476-ae465f02ecbd
Al Hayba (S5E1),"00:13:51,640 --> 00:13:53,320",Speaker_2,اترك الأمر لله,62d100ad-1203-4649-9476-ae465f02ecbd
Al Hayba (S5E1),"00:13:53,760 --> 00:13:55,640",Speaker_1,هنيئاً مريئاً يا شباب,62d100ad-1203-4649-9476-ae465f02ecbd
Al Hayba (S5E1),"00:13:55,760 --> 00:13:58,040",Speaker_2,أجل  هنيئاً مريئاً,62d100ad-1203-4649-9476-ae465f02ecbd
Al Hayba (S5E1),"00:14:04,920 --> 00:14:08,040",Speaker_1,سلمت لي إن شاء الله سلمت لي يا حبيبي,03f5d459-56ce-44bc-82a3-5fb803ad83c1
Al Hayba (S5E1),"00:14:09,520 --> 00:14:10,920",Speaker_2,يا حياتي,03f5d459-56ce-44bc-82a3-5fb803ad83c1
Al Hayba (S5E1),"00:14:11,360 --> 00:14:13,840",Speaker_1,يا للروعة يا للروعة,03f5d459-56ce-44bc-82a3-5fb803ad83c1
Al Hayba (S5E1),"00:14:14,000 --> 00:14:16,880",Speaker_2,اللهم صلّ على النبي اللهم صلّ على النبي,03f5d459-56ce-44bc-82a3-5fb803ad83c1
Al Hayba (S5E1),"00:14:25,000 --> 00:14:28,200",Speaker_1,أتأمري بشيء يا سيدتي؟  لا سلامتك,cc27da91-0413-4cb1-b85a-6dfa6b3c9b68
Al Hayba (S5E1),"00:14:29,760 --> 00:14:31,280",Speaker_2,لقد نسيت الطبخ على النار,cc27da91-0413-4cb1-b85a-6dfa6b3c9b68
Al Hayba (S5E1),"00:14:31,400 --> 00:14:33,960",Speaker_1,لا عليك اذهبي سأكمل عنك,cc27da91-0413-4cb1-b85a-6dfa6b3c9b68
Al Hayba (S5E1),"00:14:34,120 --> 00:14:36,400",Speaker_2,حاضر  استمعي إليّ تعالي تعالي,cc27da91-0413-4cb1-b85a-6dfa6b3c9b68
Al Hayba (S5E1),"00:14:37,760 --> 00:14:41,720",Speaker_1,أمرك يا سيدتي  إياك أن تمسكي الطفل وتنسي أمه,cc27da91-0413-4cb1-b85a-6dfa6b3c9b68
Al Hayba (S5E1),"00:14:41,840 --> 00:14:43,760",Speaker_2,إياك انتبهي لها,cc27da91-0413-4cb1-b85a-6dfa6b3c9b68
Al Hayba (S5E1),"00:14:43,960 --> 00:14:47,680",Speaker_1,ليس لهذه الفتاة أحد سوانا وأنت في مقام أمها,cc27da91-0413-4cb1-b85a-6dfa6b3c9b68
Al Hayba (S5E1),"00:14:47,800 --> 00:14:50,600",Speaker_2,ماذا فهمت؟  كما تريدين بأمرك يا سيدتي,cc27da91-0413-4cb1-b85a-6dfa6b3c9b68
Al Hayba (S5E1),"00:14:50,720 --> 00:14:52,080",Speaker_1,هيا  بأمرك,cc27da91-0413-4cb1-b85a-6dfa6b3c9b68
Al Hayba (S5E1),"00:14:52,720 --> 00:14:54,200",Speaker_2,السيارة جاهزة,cc27da91-0413-4cb1-b85a-6dfa6b3c9b68
Al Hayba (S5E1),"00:14:54,720 --> 00:14:57,880",Speaker_1,ربما نسيت شيئاً في الفرن  كفى اذهبي ولا تثيري غضبي,cc27da91-0413-4cb1-b85a-6dfa6b3c9b68
Al Hayba (S5E1),"00:14:58,000 --> 00:14:59,720",Speaker_2,حسناً أمرك حسناً,cc27da91-0413-4cb1-b85a-6dfa6b3c9b68
Al Hayba (S5E1),"00:15:00,040 --> 00:15:01,040",Speaker_1,عن إذنك,cc27da91-0413-4cb1-b85a-6dfa6b3c9b68
Al Hayba (S5E1),"00:15:02,800 --> 00:15:05,920",Speaker_2,لا تنسوا التكبير في أذنيّ المولود  بأمرك,cc27da91-0413-4cb1-b85a-6dfa6b3c9b68
Al Hayba (S5E1),"00:15:15,280 --> 00:15:17,160",Speaker_1,يا حبيبتي يا مروة,817a057f-c2c5-4b58-befb-2b8418dcb083
Al Hayba (S5E1),"00:15:18,680 --> 00:15:20,920",Speaker_2,ذكرتني بيوم ولادتي لـغازي,817a057f-c2c5-4b58-befb-2b8418dcb083
Al Hayba (S5E1),"00:15:22,880 --> 00:15:25,880",Speaker_1,ستنسى كل هذا الألم عندما ترى الصبي,817a057f-c2c5-4b58-befb-2b8418dcb083
Al Hayba (S5E1),"00:15:27,360 --> 00:15:30,760",Speaker_2,يسر الله أمرها لتقوم سالمة,817a057f-c2c5-4b58-befb-2b8418dcb083
Al Hayba (S5E1),"00:15:31,400 --> 00:15:32,760",Speaker_1,آمين,817a057f-c2c5-4b58-befb-2b8418dcb083
Al Hayba (S5E1),"00:15:33,360 --> 00:15:35,440",Speaker_2,أترين كم أن قدومك خير لنا؟,817a057f-c2c5-4b58-befb-2b8418dcb083
Al Hayba (S5E1),"00:15:35,600 --> 00:15:37,680",Speaker_1,لن أسمح لك بالسفر مجدداً,817a057f-c2c5-4b58-befb-2b8418dcb083
Al Hayba (S5E1),"00:15:38,640 --> 00:15:42,800",Speaker_2,بالفعل كنا بحاجة لخبر جميل بعد كل ذلك الحزن,817a057f-c2c5-4b58-befb-2b8418dcb083
Al Hayba (S5E1),"00:15:48,160 --> 00:15:49,920",Speaker_1,ما الأمر يا سيد غازي؟ هيا,d8560c9d-1caa-4e3f-b8a3-a1121c9cefb7
Al Hayba (S5E1),"00:15:50,040 --> 00:15:51,280",Speaker_2,هل ستواصل اللعب؟,d8560c9d-1caa-4e3f-b8a3-a1121c9cefb7
Al Hayba (S5E1),"00:15:51,400 --> 00:15:53,480",Speaker_1,هيا يا بنيّ توقف عن اللعب كي نذهب إلى بيت جدك,d8560c9d-1caa-4e3f-b8a3-a1121c9cefb7
Al Hayba (S5E1),"00:15:53,600 --> 00:15:54,840",Speaker_2,أريد أخذه معي,d8560c9d-1caa-4e3f-b8a3-a1121c9cefb7
Al Hayba (S5E1),"00:15:54,960 --> 00:15:57,080",Speaker_1,غازي، أمك تقول هذا كي لا تؤذِ عينيك,d8560c9d-1caa-4e3f-b8a3-a1121c9cefb7
Al Hayba (S5E1),"00:15:57,200 --> 00:15:58,600",Speaker_2,هيا، تعال,d8560c9d-1caa-4e3f-b8a3-a1121c9cefb7
Al Hayba (S5E1),"00:15:59,160 --> 00:16:03,000",Speaker_1,اعذرنا يا أبا شاهين  وتتدلّل أيضاً,d8560c9d-1caa-4e3f-b8a3-a1121c9cefb7
Al Hayba (S5E1),"00:16:05,640 --> 00:16:07,000",Speaker_2,تفضل,d8560c9d-1caa-4e3f-b8a3-a1121c9cefb7
